Customer Name,Customer Segment,Customer State,Order Date,Order ID,Order Priority,Product Category,Product Container,Product Name,Product Sub-Category,Region,Row ID,Ship Date,Ship Mode,Zip Code,Discount,Number of Records,Order Quantity,Product Base Margin,Profit,Sales,Shipping Cost,Unit Price
Claudia Miner,Small Business,Delaware,13/11/2007 12:00:00 SA,22342,Low,Technology,Small Pack,Accessory39,Telephones and Communication,East,3110,20/11/2007 12:00:00 SA,Regular Air,19936,0,1,13,"0,81",($93),$242,"3,3","20,99"
Susan Vittorini,Home Office,New Jersey,14/11/2007 12:00:00 SA,50374,Not Specified,Office Supplies,Small Box,GBC VeloBinder Electric Binding Machine,Binders and Binder Accessories,East,7060,15/11/2007 12:00:00 SA,Regular Air,07837,"0,05",1,30,"0,35",$1.443,$3.482,"9,07","120,98"
Susan Vittorini,Home Office,New Jersey,14/11/2007 12:00:00 SA,42981,Critical,Office Supplies,Small Box,GBC DocuBind TL300 Electric Binding System,Binders and Binder Accessories,East,6067,16/11/2007 12:00:00 SA,Regular Air,07837,"0,05",1,4,"0,38",$232,$3.511,"19,99","896,99"
Julie Kriz,Corporate,Illinois,16/11/2007 12:00:00 SA,35461,Critical,Office Supplies,Small Box,Avery Non-Stick Binders,Binders and Binder Accessories,Central,4985,16/11/2007 12:00:00 SA,Regular Air,62444,"0,08",1,11,"0,39",$4,$49,"1,49","4,49"
Robert Marley,Corporate,Maryland,16/11/2007 12:00:00 SA,42851,High,Office Supplies,Wrap Bag,Plymouth Boxed Rubber Bands by Plymouth,Rubber Bands,South,6045,17/11/2007 12:00:00 SA,Express Air,21022,"0,05",1,4,"0,8",($3),$24,"0,7","4,71"
Julie Kriz,Corporate,Illinois,16/11/2007 12:00:00 SA,35461,Critical,Office Supplies,Wrap Bag,"*Staples* vLetter Openers, 2/Pack","Scissors, Rulers and Trimmers",Central,4986,17/11/2007 12:00:00 SA,Regular Air,62444,"0,04",1,30,"0,83",($26),$113,"1,32","3,68"
Nathan Mautz,Corporate,Alabama,16/11/2007 12:00:00 SA,52487,Critical,Office Supplies,Small Box,Staples #10 Colored Envelopes,Envelopes,South,7366,17/11/2007 12:00:00 SA,Regular Air,35077,"0,09",1,17,"0,38",$16,$124,"2,5","7,78"
Raymond Fair,Small Business,California,16/11/2007 12:00:00 SA,5639,Medium,Office Supplies,Small Box,Eldon Jumbo ProFile™ Portable File Boxes Graphite/Black,Storage & Organization,West,790,17/11/2007 12:00:00 SA,Regular Air,93456,"0,03",1,31,"0,57",($72),$501,"8,78","15,31"
Robert Marley,Corporate,Maryland,16/11/2007 12:00:00 SA,42851,High,Technology,Small Pack,Accessory32,Telephones and Communication,South,6044,17/11/2007 12:00:00 SA,Express Air,21022,"0,04",1,7,"0,35",($23),$344,"1,25","55,99"
Steve Carroll,Consumer,Mass,16/11/2007 12:00:00 SA,21766,High,Furniture,Jumbo Drum,Hon Every-Day® Chair Series Swivel Task Chairs,Chairs & Chairmats,East,3027,18/11/2007 12:00:00 SA,Delivery Truck,01001,"0,03",1,41,"0,64",$532,$5.178,30,"120,98"
Steve Carroll,Consumer,Mass,16/11/2007 12:00:00 SA,21766,High,Furniture,Small Pack,Artistic Insta-Plaque,Office Furnishings,East,3028,18/11/2007 12:00:00 SA,Regular Air,01001,"0,01",1,32,"0,46",$216,$535,"3,73","15,68"
James Galang,Consumer,Idaho,16/11/2007 12:00:00 SA,2050,Not Specified,Office Supplies,Small Box,Avery 482,Labels,West,295,18/11/2007 12:00:00 SA,Regular Air,83552,"0,06",1,16,"0,38",$5,$44,"0,99","2,89"
James Galang,Consumer,Idaho,16/11/2007 12:00:00 SA,2050,Not Specified,Office Supplies,Small Box,Xerox 1964,Paper,West,294,18/11/2007 12:00:00 SA,Regular Air,83552,"0,08",1,25,"0,39",($15),$542,"11,54","22,84"
Craig Carroll,Corporate,Idaho,16/11/2007 12:00:00 SA,7398,Not Specified,Office Supplies,Large Box,Space Solutions Commercial Steel Shelving,Storage & Organization,West,1011,18/11/2007 12:00:00 SA,Regular Air,83201,"0,07",1,34,"0,8",($896),$2.181,35,"64,65"
Craig Carroll,Corporate,Idaho,16/11/2007 12:00:00 SA,7398,Not Specified,Office Supplies,Wrap Bag,Dixon Ticonderoga Core-Lock Colored Pencils,Pens & Art Supplies,West,1012,19/11/2007 12:00:00 SA,Regular Air,83201,"0,04",1,6,"0,52",($4),$56,"2,25","9,11"
Elpida Rittenbach,Consumer,Illinois,17/11/2007 12:00:00 SA,6179,Not Specified,Office Supplies,Small Box,"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box",Envelopes,Central,860,18/11/2007 12:00:00 SA,Regular Air,62541,"0,09",1,50,"0,39",$198,$478,"1,39","9,78"
Amy Cox,Small Business,Washington,17/11/2007 12:00:00 SA,48455,Critical,Office Supplies,Small Box,Xerox 1964,Paper,West,6804,18/11/2007 12:00:00 SA,Regular Air,98625,"0,03",1,34,"0,39",$77,$818,"11,54","22,84"
Amy Cox,Small Business,Washington,17/11/2007 12:00:00 SA,48455,Critical,Office Supplies,Small Pack,Fiskars® Softgrip Scissors,"Scissors, Rulers and Trimmers",West,6803,18/11/2007 12:00:00 SA,Regular Air,98625,"0,05",1,17,"0,57",($3),$182,"3,37","10,98"
Amy Cox,Small Business,Washington,17/11/2007 12:00:00 SA,48455,Critical,Technology,Medium Box,Canon F603 Scientific Calculator,Office Machines,West,6805,18/11/2007 12:00:00 SA,Regular Air,98625,"0,06",1,2,"0,36",($34),$26,"6,24","9,99"
Charles Sheldon,Corporate,New Jersey,17/11/2007 12:00:00 SA,2150,Medium,Furniture,Jumbo Box,"Bevis Round Conference Table Top, X-Base",Tables,East,311,19/11/2007 12:00:00 SA,Delivery Truck,07837,"0,01",1,21,"0,76",$72,$3.906,"29,21","179,29"
Elpida Rittenbach,Consumer,Illinois,17/11/2007 12:00:00 SA,6179,Not Specified,Technology,Small Box,5125,Telephones and Communication,Central,861,19/11/2007 12:00:00 SA,Regular Air,62541,0,1,15,"0,59",$235,$2.691,"8,08","200,99"
Bruce Stewart,Corporate,New Mexico,18/11/2007 12:00:00 SA,11748,Not Specified,Furniture,Jumbo Box,Bevis Rectangular Conference Tables,Tables,West,1625,18/11/2007 12:00:00 SA,Delivery Truck,87001,"0,01",1,23,"0,69",($168),$3.503,"46,2","145,98"
Grace Kelly,Consumer,Virginia,18/11/2007 12:00:00 SA,44294,Low,Office Supplies,Jumbo Drum,"Tennsco Lockers, Sand",Storage & Organization,South,6257,18/11/2007 12:00:00 SA,Delivery Truck,23664,"0,09",1,13,"0,61",($446),$306,45,"20,98"
Jonathan Doherty,Corporate,Ohio,18/11/2007 12:00:00 SA,69,Not Specified,Furniture,Small Pack,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",Office Furnishings,Central,12,20/11/2007 12:00:00 SA,Regular Air,43567,"0,09",1,42,"0,44",$512,$1.186,"3,92","30,93"
Jonathan Doherty,Corporate,Ohio,18/11/2007 12:00:00 SA,69,Not Specified,Office Supplies,Wrap Bag,Newell 308,Pens & Art Supplies,Central,13,20/11/2007 12:00:00 SA,Express Air,43567,"0,03",1,28,"0,6",$0,$52,"0,7","1,68"
Giulietta Dortch,Consumer,Georgia,18/11/2007 12:00:00 SA,8161,High,Office Supplies,Small Box,Avery 494,Labels,South,1111,20/11/2007 12:00:00 SA,Regular Air,39901,"0,09",1,45,"0,39",$39,$113,"0,5","2,61"
Grace Kelly,Consumer,Virginia,18/11/2007 12:00:00 SA,44294,Low,Technology,Small Box,SC-3160,Telephones and Communication,South,6258,20/11/2007 12:00:00 SA,Regular Air,23664,"0,04",1,8,"0,59",($206),$447,"8,99","65,99"
Gary Zandusky,Home Office,Virginia,18/11/2007 12:00:00 SA,5283,Medium,Technology,Small Box,Timeport L7089,Telephones and Communication,South,733,20/11/2007 12:00:00 SA,Regular Air,24157,"0,03",1,23,"0,58",$417,$2.509,"7,69","125,99"
Meg Tillman,Small Business,Ohio,18/11/2007 12:00:00 SA,7905,Low,Furniture,Jumbo Box,"Bevis Round Bullnose 29"" High Table Top",Tables,Central,1072,22/11/2007 12:00:00 SA,Delivery Truck,43107,"0,08",1,46,"0,61",$184,$11.058,"66,67","259,71"
Alejandro Savely,Corporate,Washington,18/11/2007 12:00:00 SA,47457,Low,Office Supplies,Small Box,Fellowes Super Stor/Drawer® Files,Storage & Organization,West,6663,23/11/2007 12:00:00 SA,Regular Air,98001,"0,05",1,50,"0,66",$1.577,$8.231,"19,99","161,55"
Grace Kelly,Consumer,Virginia,18/11/2007 12:00:00 SA,44294,Low,Office Supplies,Small Box,Xerox 1993,Paper,South,6259,25/11/2007 12:00:00 SA,Express Air,23664,"0,09",1,15,"0,36",($85),$108,"9,68","6,48"
Cindy Stewart,Corporate,Arizona,19/11/2007 12:00:00 SA,52002,High,Furniture,Jumbo Box,Fresno Karaoke Pro,Tables,West,7291,20/11/2007 12:00:00 SA,Delivery Truck,85321,"0,06",1,11,"0,77",($567),$2.490,"69,64","218,75"
Mitch Webber,Corporate,Nebraska,19/11/2007 12:00:00 SA,24647,Not Specified,Office Supplies,Small Box,Xerox 23,Paper,Central,3462,20/11/2007 12:00:00 SA,Express Air,68001,"0,05",1,34,"0,37",($28),$241,"5,14","6,48"
Clytie Kelty,Small Business,South Carolina,19/11/2007 12:00:00 SA,47009,Critical,Technology,Small Box,US Robotics 56K V.92 Internal PCI Faxmodem,Computer Peripherals,South,6605,21/11/2007 12:00:00 SA,Express Air,29001,"0,09",1,32,"0,45",($22),$1.587,"19,99","49,99"
Mitch Webber,Corporate,Nebraska,19/11/2007 12:00:00 SA,24647,Not Specified,Technology,Medium Box,"Polycom Soundstation EX Audio-Conferencing Telephone, Black",Office Machines,Central,3463,21/11/2007 12:00:00 SA,Regular Air,68001,0,1,3,"0,36",($2.092),$3.030,"13,99","999,99"
Tom Boeckenhauer,Corporate,Connecticut,19/11/2007 12:00:00 SA,8614,Low,Technology,Small Box,8890,Telephones and Communication,East,1179,21/11/2007 12:00:00 SA,Regular Air,06439,"0,06",1,13,"0,58",($16),$1.289,"5,92","115,99"
Sally Hughsby,Consumer,Maryland,20/11/2007 12:00:00 SA,21958,High,Office Supplies,Small Box,Hoover WindTunnel™ Plus Canister Vacuum,Appliances,South,3065,21/11/2007 12:00:00 SA,Regular Air,21230,"0,09",1,14,"0,57",$1.093,$4.998,"19,99","363,25"
Christy Brittain,Consumer,Georgia,21/11/2007 12:00:00 SA,55392,Critical,Office Supplies,Wrap Bag,"Staples Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",Pens & Art Supplies,South,7733,22/11/2007 12:00:00 SA,Regular Air,30002,"0,02",1,20,"0,4",$40,$129,"1,22","6,47"
Christy Brittain,Consumer,Georgia,21/11/2007 12:00:00 SA,55392,Critical,Office Supplies,Wrap Bag,SANFORD Liquid Accent™ Tank-Style Highlighters,Pens & Art Supplies,South,7734,23/11/2007 12:00:00 SA,Regular Air,30002,"0,07",1,39,"0,54",$3,$105,"0,93","2,84"
Rob Haberlin,Corporate,Michigan,22/11/2007 12:00:00 SA,6434,High,Office Supplies,Wrap Bag,Wirebound Voice Message Log Book,Paper,Central,895,22/11/2007 12:00:00 SA,Regular Air,49877,"0,07",1,13,"0,39",$14,$60,"0,88","4,76"
George Zrebassa,Home Office,Georgia,22/11/2007 12:00:00 SA,46499,Critical,Office Supplies,Small Box,Acco Smartsocket® Color-Coded Six-Outlet AC Adapter Model Surge Protectors,Appliances,South,6534,23/11/2007 12:00:00 SA,Regular Air,39859,"0,06",1,1,"0,59",($27),$47,"3,5","44,01"
George Zrebassa,Home Office,Georgia,22/11/2007 12:00:00 SA,46499,Critical,Office Supplies,Wrap Bag,Bagged Rubber Bands,Rubber Bands,South,6535,23/11/2007 12:00:00 SA,Regular Air,39859,"0,1",1,10,"0,81",($7),$13,"0,7","1,26"
Chuck Sachs,Consumer,Connecticut,22/11/2007 12:00:00 SA,39780,Low,Furniture,Wrap Bag,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Office Furnishings,East,5613,24/11/2007 12:00:00 SA,Regular Air,06439,"0,04",1,48,"0,68",$569,$2.208,"4,8","45,98"
George Zrebassa,Home Office,Georgia,22/11/2007 12:00:00 SA,46499,Critical,Office Supplies,Small Box,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,Appliances,South,6536,24/11/2007 12:00:00 SA,Regular Air,39859,"0,07",1,22,"0,6",($115),$90,"6,89","4,06"
Grant Carroll,Small Business,Mass,22/11/2007 12:00:00 SA,19010,Low,Office Supplies,Small Box,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Binders and Binder Accessories,East,2624,24/11/2007 12:00:00 SA,Regular Air,02139,0,1,18,"0,35",$10.951,$23.793,"19,99","1270,99"
Jim Epp,Small Business,Idaho,22/11/2007 12:00:00 SA,50432,Low,Office Supplies,Small Box,Xerox 194,Paper,West,7066,24/11/2007 12:00:00 SA,Regular Air,83465,"0,08",1,45,"0,37",$817,$2.495,"14,3","55,48"
Jim Epp,Small Business,Idaho,22/11/2007 12:00:00 SA,50432,Low,Furniture,Jumbo Drum,Global Commerce™ Series High-Back Swivel/Tilt Chairs,Chairs & Chairmats,West,7067,27/11/2007 12:00:00 SA,Delivery Truck,83465,"0,02",1,7,"0,6",($92),$2.161,"69,55","284,98"
Chuck Sachs,Consumer,Connecticut,22/11/2007 12:00:00 SA,39780,Low,Office Supplies,Small Box,Xerox 1937,Paper,East,5614,29/11/2007 12:00:00 SA,Regular Air,06439,"0,02",1,33,"0,37",$810,$1.684,"5,79","48,04"
Pauline Webber,Consumer,South Carolina,23/11/2007 12:00:00 SA,54342,Low,Office Supplies,Wrap Bag,*Staples* Highlighting Markers,Pens & Art Supplies,South,7594,23/11/2007 12:00:00 SA,Regular Air,29001,"0,02",1,2,"0,52",($6),$10,"0,71","4,84"
Pauline Webber,Consumer,South Carolina,23/11/2007 12:00:00 SA,54342,Low,Technology,Small Box,Gyration Ultra Cordless Optical Suite,Computer Peripherals,South,7595,23/11/2007 12:00:00 SA,Express Air,29001,"0,05",1,35,"0,46",$1.058,$3.439,"7,18","100,97"
Ben Wallace,Home Office,Ohio,24/11/2007 12:00:00 SA,17446,Critical,Office Supplies,Small Pack,Acme® Elite Stainless Steel Scissors,"Scissors, Rulers and Trimmers",Central,2408,26/11/2007 12:00:00 SA,Express Air,45999,0,1,15,"0,59",$9,$139,"2,64","8,34"
Tom Prescott,Small Business,Texas,25/11/2007 12:00:00 SA,36230,High,Technology,Small Pack,"Imation 3.5"" DS-HD Macintosh Formatted Diskettes, 10/Pack",Computer Peripherals,Central,5084,25/11/2007 12:00:00 SA,Regular Air,77474,0,1,7,"0,68",($31),$57,"3,52","7,28"
Nat Gilpin,Consumer,Connecticut,25/11/2007 12:00:00 SA,24869,Not Specified,Office Supplies,Small Box,GBC Standard Plastic Binding Systems Combs,Binders and Binder Accessories,East,3490,26/11/2007 12:00:00 SA,Regular Air,06928,"0,05",1,14,"0,36",($9),$133,"5,6","8,85"
Steve Nguyen,Small Business,Maryland,26/11/2007 12:00:00 SA,53476,Not Specified,Office Supplies,Small Box,Fellowes Staxonsteel® Drawer Files,Storage & Organization,South,7489,26/11/2007 12:00:00 SA,Express Air,21230,"0,01",1,42,"0,71",$1.141,$8.127,"19,99","193,17"
Steve Nguyen,Small Business,Maryland,26/11/2007 12:00:00 SA,53476,Not Specified,Office Supplies,Small Box,Xerox 1932,Paper,South,7490,26/11/2007 12:00:00 SA,Regular Air,21230,"0,04",1,14,"0,38",$151,$481,"5,09","35,44"
Eva Jacobs,Home Office,Washington,26/11/2007 12:00:00 SA,46627,Critical,Office Supplies,Small Box,Xerox 1928,Paper,West,6560,27/11/2007 12:00:00 SA,Regular Air,98103,"0,05",1,3,"0,4",($14),$21,"6,26","5,28"
Steve Nguyen,Small Business,Maryland,26/11/2007 12:00:00 SA,53476,Not Specified,Office Supplies,Wrap Bag,Newell 310,Pens & Art Supplies,South,7491,27/11/2007 12:00:00 SA,Regular Air,21230,"0,01",1,47,"0,56",$3,$86,"0,7","1,76"
Rick Wilson,Corporate,New Mexico,26/11/2007 12:00:00 SA,26466,Critical,Technology,Wrap Bag,Accessory41,Telephones and Communication,West,3707,27/11/2007 12:00:00 SA,Regular Air,88044,"0,01",1,29,"0,38",$288,$910,"5,99","35,99"
Pete Takahito,Corporate,Idaho,26/11/2007 12:00:00 SA,5155,High,Technology,Small Box,Microsoft Natural Keyboard Elite,Computer Peripherals,West,720,27/11/2007 12:00:00 SA,Regular Air,83877,"0,01",1,14,"0,7",($39),$569,4,"39,98"
Eva Jacobs,Home Office,Washington,26/11/2007 12:00:00 SA,46627,Critical,Technology,Small Box,8860,Telephones and Communication,West,6559,27/11/2007 12:00:00 SA,Regular Air,98103,"0,03",1,24,"0,56",$262,$1.389,"5,26","65,99"
Giulietta Dortch,Small Business,Georgia,26/11/2007 12:00:00 SA,59681,Critical,Office Supplies,Small Box,Avery Printable Repositionable Plastic Tabs,Binders and Binder Accessories,South,8348,28/11/2007 12:00:00 SA,Express Air,39901,"0,02",1,23,"0,38",($12),$224,"6,19","8,6"
Harold Pawlan,Small Business,Virginia,26/11/2007 12:00:00 SA,40707,High,Technology,Small Box,5180,Telephones and Communication,South,5735,28/11/2007 12:00:00 SA,Regular Air,23018,0,1,26,"0,56",$211,$1.495,"8,99","65,99"
Steve Nguyen,Small Business,Maryland,26/11/2007 12:00:00 SA,53476,Not Specified,Office Supplies,Wrap Bag,4009® Highlighters by Sanford,Pens & Art Supplies,South,7492,29/11/2007 12:00:00 SA,Regular Air,21230,"0,08",1,24,"0,52",$19,$94,"0,7","3,98"
Harold Pawlan,Small Business,Virginia,27/11/2007 12:00:00 SA,56582,Low,Furniture,Jumbo Box,"O'Sullivan Elevations Bookcase, Cherry Finish",Bookcases,South,7915,27/11/2007 12:00:00 SA,Delivery Truck,23018,"0,04",1,36,"0,69",($905),$4.581,"54,74","130,98"
Brad Thomas,Home Office,Connecticut,27/11/2007 12:00:00 SA,47872,Critical,Furniture,Small Pack,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Office Furnishings,East,6719,28/11/2007 12:00:00 SA,Regular Air,06074,"0,05",1,50,"0,37",($38),$346,"4,95","6,64"
Denise Monton,Home Office,Ohio,27/11/2007 12:00:00 SA,48096,High,Office Supplies,Small Box,Xerox 213,Paper,Central,6752,28/11/2007 12:00:00 SA,Express Air,43001,"0,02",1,3,"0,37",($10),$34,"7,86","6,48"
Harold Pawlan,Small Business,Virginia,27/11/2007 12:00:00 SA,56582,Low,Furniture,Jumbo Box,Hon iLevel™ Computer Training Table,Tables,South,7916,29/11/2007 12:00:00 SA,Delivery Truck,23018,"0,07",1,47,"0,65",($1.644),$1.147,"45,51","31,76"
Julia Barnett,Corporate,Florida,27/11/2007 12:00:00 SA,8999,High,Office Supplies,Small Box,Xerox 194,Paper,South,1237,29/11/2007 12:00:00 SA,Regular Air,32119,0,1,28,"0,37",$590,$1.676,"14,3","55,48"
Denise Monton,Home Office,Ohio,27/11/2007 12:00:00 SA,48096,High,Office Supplies,Small Box,"Recycled Interoffice Envelopes with Re-Use-A-Seal® Closure, 10 x 13",Envelopes,Central,6753,29/11/2007 12:00:00 SA,Regular Air,43001,"0,03",1,22,"0,38",$28,$383,"8,13","17,07"
Brad Thomas,Home Office,Connecticut,27/11/2007 12:00:00 SA,47872,Critical,Office Supplies,Medium Box,Bionaire Personal Warm Mist Humidifier/Vaporizer,Appliances,East,6720,29/11/2007 12:00:00 SA,Regular Air,06074,"0,09",1,38,"0,46",$649,$1.756,"5,1","46,89"
Adam Shillingsburg,Corporate,South Carolina,27/11/2007 12:00:00 SA,29988,High,Technology,Jumbo Drum,KitchenAid Wall Oven,Copiers and Fax,South,4221,29/11/2007 12:00:00 SA,Delivery Truck,29001,"0,06",1,12,"0,38",$288,$5.177,49,"449,99"
Sam Zeldin,Small Business,Maryland,27/11/2007 12:00:00 SA,42308,Medium,Furniture,Small Box,"Eldon Imàge® Series Desk Accessories, Clear",Office Furnishings,South,5962,30/11/2007 12:00:00 SA,Regular Air,21290,"0,09",1,16,"0,42",($57),$80,"7,1","4,86"
Harold Pawlan,Small Business,Virginia,27/11/2007 12:00:00 SA,56582,Low,Furniture,Large Box,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Office Furnishings,South,7917,01/12/2007 12:00:00 SA,Regular Air,23018,"0,04",1,25,"0,79",$491,$2.613,"10,12","105,29"
Theone Pippenger,Corporate,Mass,27/11/2007 12:00:00 SA,25347,Low,Office Supplies,Small Box,Xerox 1906,Paper,East,3554,04/12/2007 12:00:00 SA,Regular Air,05544,"0,07",1,28,"0,38",$309,$967,"7,5","35,44"
Rick Hansen,Corporate,Georgia,28/11/2007 12:00:00 SA,58339,High,Office Supplies,Small Box,Kensington 7 Outlet MasterPiece Power Center,Appliances,South,8157,28/11/2007 12:00:00 SA,Regular Air,39859,"0,07",1,9,"0,56",$347,$1.609,"0,99","177,98"
Rick Hansen,Corporate,Georgia,28/11/2007 12:00:00 SA,58339,High,Office Supplies,Small Box,Economy Binders,Binders and Binder Accessories,South,8158,29/11/2007 12:00:00 SA,Express Air,39859,"0,01",1,11,"0,36",$8,$38,"1,49","2,08"
Maribeth Dona,Home Office,Illinois,28/11/2007 12:00:00 SA,37348,High,Office Supplies,Small Box,Advantus Rolling Storage Box,Storage & Organization,Central,5249,01/12/2007 12:00:00 SA,Regular Air,60001,"0,08",1,33,"0,58",$25,$552,"4,96","17,15"
Edward Becker,Corporate,Utah,28/11/2007 12:00:00 SA,39430,Low,Technology,Small Box,Logitech Internet Navigator Keyboard,Computer Peripherals,West,5568,02/12/2007 12:00:00 SA,Regular Air,84014,"0,03",1,29,"0,79",($144),$878,"6,5","30,98"
Henry MacAllister,Small Business,Texas,28/11/2007 12:00:00 SA,355,Low,Technology,Wrap Bag,Accessory4,Telephones and Communication,Central,61,03/12/2007 12:00:00 SA,Regular Air,77037,0,1,16,"0,85",($173),$1.240,"0,99","85,99"
Dianna Arnett,Home Office,Georgia,29/11/2007 12:00:00 SA,28001,Critical,Furniture,Large Box,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Office Furnishings,South,3926,29/11/2007 12:00:00 SA,Regular Air,39859,"0,02",1,41,"0,59",$2.593,$8.958,"21,21","209,84"
Susan Pistek,Home Office,Virginia,29/11/2007 12:00:00 SA,53350,Not Specified,Office Supplies,Small Box,GBC ProClick™ 150 Presentation Binding System,Binders and Binder Accessories,South,7473,29/11/2007 12:00:00 SA,Regular Air,23664,"0,08",1,24,"0,38",$2.595,$7.047,"19,99","315,98"
Dianna Arnett,Home Office,Georgia,29/11/2007 12:00:00 SA,28001,Critical,Furniture,Large Box,Electrix Halogen Magnifier Lamp,Office Furnishings,South,3927,01/12/2007 12:00:00 SA,Regular Air,39859,"0,01",1,21,"0,59",$1.163,$4.201,"11,54","194,3"
Sean O'Donnell,Corporate,Maryland,29/11/2007 12:00:00 SA,837,Not Specified,Office Supplies,Wrap Bag,Avery Hi-Liter® Smear-Safe Highlighters,Pens & Art Supplies,South,133,01/12/2007 12:00:00 SA,Regular Air,21794,"0,01",1,11,"0,49",$13,$66,"0,83","5,84"
Chuck Sachs,Consumer,Connecticut,30/11/2007 12:00:00 SA,28161,Not Specified,Furniture,Jumbo Box,"Hon Metal Bookcases, Putty",Bookcases,East,3949,01/12/2007 12:00:00 SA,Delivery Truck,06439,"0,02",1,10,"0,56",($223),$784,"46,74","70,98"
Adam Shillingsburg,Corporate,South Carolina,30/11/2007 12:00:00 SA,40006,Not Specified,Office Supplies,Wrap Bag,Newell 338,Pens & Art Supplies,South,5654,01/12/2007 12:00:00 SA,Regular Air,29001,"0,04",1,48,"0,58",$20,$142,"0,7","2,94"
Chuck Sachs,Consumer,Connecticut,30/11/2007 12:00:00 SA,28161,Not Specified,Furniture,Jumbo Drum,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Chairs & Chairmats,East,3950,02/12/2007 12:00:00 SA,Delivery Truck,06439,"0,06",1,15,"0,61",$665,$5.028,30,"350,98"
